rid,pid,score,info
189,76,3," This product was really good to start off with.Unfortunately the motor carriage broke pretty quickly.To solve: take the blue roof off and charge a screw driver with static.Take dust off the motor by hand and then remove it with the screwdriver.After this has been great although for Â£50 you can get the lakelander with extra track and a much better motor carriage!Overall Good but better hornby out there..."
190,76,5," The look on my son's face said it all. This is perfect for any budding modeller. Will be putting the track on to a slotted board so it's quicker and easier to set up. My son's jaw hit the floor when he opened this on his 5th birthday last week. Excellent quality build too."
191,76,5," Bought this for my 4 year old train enthusiast..He loves it.. It is a bit tricky to put on the track but once it's on it's perfect.No good for a heavy handed child but as long as they are quite careful it's great.He has used it every day since Christmas"
192,76,5," Fab item great value for money! Would highly recommend this to all.A must for anyone's collection for hrs of fun!"
193,76,5," it is amazing great money you should get it for sny present ot home use detail is amazing and a great hornby set everybody should have one."
194,77,4," Model is a very reasonable representation of th real thing&  one thing that grates is the tender brake shoes not inline with the tyres& see no excuse for this |toytrain| extra.Bad point Bachmann."
195,77,5," Fine& would buy again"
196,78,5," Absolute superb kit and exactly what I wanted!I didnt buy this kit to just build a Rainbow& because in my opinion& I dont like the Rainbow type of ride (i think its rather boring!) I actually bought it so that I could convert it into a Inverted Pirate Ship for a small diorama.The Kit itself is fantastic& Highly detailed and a wonder to build. Its also very easy to modify if thats what you want to do!"
197,78,1," OK if you are in to ~Airfix models as these have at least 300 seperate pieces.."
198,78,5," Bit small I thought it was a real lot bigger But is very good"
199,78,4," Very good"
200,78,5," Perfect"
201,79,5," great addition to my collection"
202,80,5," arrived well ahead of time"
203,81,5," Great price and product. Very pleased with purchase and service."
204,82,5," This is an excellent HO scale diorama piece comprising of a high-sided blue heavy wooden wagon& with a driver standing inside it& and two horses hauling it. This is an interesting and finely-detailed model& and would be an excellent decoration for a farm or country scene.As you would expect from Preiser& these figures are of a high quality of manufacture& detail and colouring. Note that I paid Â£12 for my model& so it can be worth shopping around in your local model shops â€“ or even a distant one. I live in London& but find it worth travelling as far as Faversham in Kent to the Hobby Shop there for my models."
205,83,5," Smashing train grandchildren will love it"
206,84,5," Beautiful model& well detailed and has a solid feel to it. They say keep em in the packaging but i never listen hehe& regardless this loco model is truly beautiful"
